community,species,compound,flux,smetana
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,h2s,1,0.12962962962962962
comp_75,Nitrospira_japonica,h2s,-1,-0.12962962962962962
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,lys__L,1,0.03703703703703703
comp_75,Nitrospira_japonica,lys__L,-1,-0.03703703703703703
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,meoh,1,0.01851851851851851
comp_75,Nitrospira_japonica,meoh,-1,-0.01851851851851851
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,nh4,1,0.4444444444444444
comp_75,Nitrospira_japonica,nh4,-1,-0.4444444444444444
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,pro__L,1,0.01851851851851851
comp_75,Nitrospira_japonica,pro__L,-1,-0.01851851851851851
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,pyr,1,0.42592592592592593
comp_75,Nitrospira_japonica,pyr,-1,-0.42592592592592593
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,glyc,1,1
comp_75,Chryseolinea_serpens_DSM_24574,glyc,-1,-1
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,nh4,1,1
comp_75,Chryseolinea_serpens_DSM_24574,nh4,-1,-1
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,acald,1,0.20833333333333337
comp_75,Simplicispira_psychrophila_DSM_11588,acald,-1,-0.20833333333333337
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,ala__D,1,0.25
comp_75,Simplicispira_psychrophila_DSM_11588,ala__D,-1,-0.25
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,etoh,1,0.16666666666666666
comp_75,Simplicispira_psychrophila_DSM_11588,etoh,-1,-0.16666666666666666
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,fum,1,0.125
comp_75,Simplicispira_psychrophila_DSM_11588,fum,-1,-0.125
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,glu__L,1,0.04166666666666666
comp_75,Simplicispira_psychrophila_DSM_11588,glu__L,-1,-0.04166666666666666
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,glyc,1,0.08333333333333333
comp_75,Simplicispira_psychrophila_DSM_11588,glyc,-1,-0.08333333333333333
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,nh4,1,0.08333333333333333
comp_75,Simplicispira_psychrophila_DSM_11588,nh4,-1,-0.08333333333333333
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,pro__L,1,0.08333333333333333
comp_75,Simplicispira_psychrophila_DSM_11588,pro__L,-1,-0.08333333333333333
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,succ,1,0.125
comp_75,Simplicispira_psychrophila_DSM_11588,succ,-1,-0.125
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,acald,1,0.6666666666666666
comp_75,Phenylobacterium_immobile_ATCC_35973_strain_E,acald,-1,-0.6666666666666666
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,nh4,1,0.6666666666666666
comp_75,Phenylobacterium_immobile_ATCC_35973_strain_E,nh4,-1,-0.6666666666666666
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,arg__L,1,0.2
comp_75,Devosia_insulae_DS_56,arg__L,-1,-0.2
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,glu__L,1,0.2
comp_75,Devosia_insulae_DS_56,glu__L,-1,-0.2
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,glyc,1,0.2
comp_75,Devosia_insulae_DS_56,glyc,-1,-0.2
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,h2s,1,0.6
comp_75,Devosia_insulae_DS_56,h2s,-1,-0.6
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,his__L,1,0.2
comp_75,Devosia_insulae_DS_56,his__L,-1,-0.2
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,lys__L,1,0.2
comp_75,Devosia_insulae_DS_56,lys__L,-1,-0.2
comp_75,Aquincola_tertiaricarbonis_MIMtkpLc11,rib__D,1,0.2
comp_75,Devosia_insulae_DS_56,rib__D,-1,-0.2
comp_76,Flavobacterium_succinicans_LMG_10402,4abut,1,0.01666666666666666
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,4abut,-1,-0.01666666666666666
comp_76,Flavobacterium_succinicans_LMG_10402,asp__L,1,0.00666666666666666
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,asp__L,-1,-0.00666666666666666
comp_76,Flavobacterium_succinicans_LMG_10402,bz,1,0.3333333333333333
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,bz,-1,-0.3333333333333333
comp_76,Flavobacterium_succinicans_LMG_10402,etoh,1,0.16666666666666666
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,etoh,-1,-0.16666666666666666
comp_76,Flavobacterium_succinicans_LMG_10402,glyc,1,0.07999999999999999
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,glyc,-1,-0.07999999999999999
comp_76,Flavobacterium_succinicans_LMG_10402,leu__L,1,0.01999999999999999
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,leu__L,-1,-0.01999999999999999
comp_76,Flavobacterium_succinicans_LMG_10402,mal__L,1,0.00999999999999999
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,mal__L,-1,-0.00999999999999999
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,1,0.3133333333333333
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,nh4,-1,-0.3133333333333333
comp_76,Flavobacterium_succinicans_LMG_10402,orn,1,0.00666666666666666
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,orn,-1,-0.00666666666666666
comp_76,Flavobacterium_succinicans_LMG_10402,pro__L,1,0.00666666666666666
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,pro__L,-1,-0.00666666666666666
comp_76,Flavobacterium_succinicans_LMG_10402,pyr,1,0.03999999999999999
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,pyr,-1,-0.03999999999999999
comp_76,Solirubrobacter_soli_DSM_22325,4abut,1,0.05
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,4abut,-1,-0.05
comp_76,Solirubrobacter_soli_DSM_22325,asp__L,1,0.02
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,asp__L,-1,-0.02
comp_76,Solirubrobacter_soli_DSM_22325,etoh,1,0.5
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,etoh,-1,-0.5
comp_76,Solirubrobacter_soli_DSM_22325,glyc,1,0.24
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,glyc,-1,-0.24
comp_76,Solirubrobacter_soli_DSM_22325,glyclt,1,0.09
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,glyclt,-1,-0.09
comp_76,Solirubrobacter_soli_DSM_22325,lys__L,1,0.02
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,lys__L,-1,-0.02
comp_76,Solirubrobacter_soli_DSM_22325,mal__L,1,0.03
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,mal__L,-1,-0.03
comp_76,Solirubrobacter_soli_DSM_22325,nh4,1,0.94
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,nh4,-1,-0.94
comp_76,Solirubrobacter_soli_DSM_22325,orn,1,0.02
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,orn,-1,-0.02
comp_76,Solirubrobacter_soli_DSM_22325,pyr,1,0.12
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,pyr,-1,-0.12
comp_76,Bradyrhizobium_neotropicale_BR_10247,akg,1,0.02
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,akg,-1,-0.02
comp_76,Bradyrhizobium_neotropicale_BR_10247,asp__L,1,0.02
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,asp__L,-1,-0.02
comp_76,Bradyrhizobium_neotropicale_BR_10247,cit,1,1
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,cit,-1,-1
comp_76,Bradyrhizobium_neotropicale_BR_10247,etoh,1,0.5
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,etoh,-1,-0.5
comp_76,Bradyrhizobium_neotropicale_BR_10247,glyc,1,0.24
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,glyc,-1,-0.24
comp_76,Bradyrhizobium_neotropicale_BR_10247,glyclt,1,0.09
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,glyclt,-1,-0.09
comp_76,Bradyrhizobium_neotropicale_BR_10247,lys__L,1,0.02
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,lys__L,-1,-0.02
comp_76,Bradyrhizobium_neotropicale_BR_10247,mal__L,1,0.03
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,mal__L,-1,-0.03
comp_76,Bradyrhizobium_neotropicale_BR_10247,nh4,1,0.94
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,nh4,-1,-0.94
comp_76,Bradyrhizobium_neotropicale_BR_10247,pro__L,1,0.02
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,pro__L,-1,-0.02
comp_76,Bradyrhizobium_neotropicale_BR_10247,pyr,1,0.12
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,pyr,-1,-0.12
comp_76,Streptomyces_griseoruber_NRRL_B_1818,4abut,1,0.01666666666666666
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,4abut,-1,-0.01666666666666666
comp_76,Streptomyces_griseoruber_NRRL_B_1818,bz,1,0.3333333333333333
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,bz,-1,-0.3333333333333333
comp_76,Streptomyces_griseoruber_NRRL_B_1818,etoh,1,0.16666666666666666
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,etoh,-1,-0.16666666666666666
comp_76,Streptomyces_griseoruber_NRRL_B_1818,glyc,1,0.07999999999999999
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,glyc,-1,-0.07999999999999999
comp_76,Streptomyces_griseoruber_NRRL_B_1818,lys__L,1,0.00666666666666666
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,lys__L,-1,-0.00666666666666666
comp_76,Streptomyces_griseoruber_NRRL_B_1818,mal__L,1,0.00999999999999999
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,mal__L,-1,-0.00999999999999999
comp_76,Streptomyces_griseoruber_NRRL_B_1818,nh4,1,0.3133333333333333
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,nh4,-1,-0.3133333333333333
comp_76,Streptomyces_griseoruber_NRRL_B_1818,orn,1,0.00666666666666666
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,orn,-1,-0.00666666666666666
comp_76,Streptomyces_griseoruber_NRRL_B_1818,pro__L,1,0.00666666666666666
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,pro__L,-1,-0.00666666666666666
comp_76,Streptomyces_griseoruber_NRRL_B_1818,pyr,1,0.03999999999999999
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,pyr,-1,-0.03999999999999999
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,ac,1,0.02125
comp_76,Flavobacterium_succinicans_LMG_10402,ac,-1,-0.02125
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,arg__L,1,0.0175
comp_76,Flavobacterium_succinicans_LMG_10402,arg__L,-1,-0.0175
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,asp__L,1,0.005
comp_76,Flavobacterium_succinicans_LMG_10402,asp__L,-1,-0.005
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,h2s,1,0.00875
comp_76,Flavobacterium_succinicans_LMG_10402,h2s,-1,-0.00875
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,leu__L,1,0.015
comp_76,Flavobacterium_succinicans_LMG_10402,leu__L,-1,-0.015
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,mal__L,1,0.025
comp_76,Flavobacterium_succinicans_LMG_10402,mal__L,-1,-0.025
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,nh4,1,0.11625
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,-1,-0.11625
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,orn,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,orn,-1,-0.00125
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,pro__L,1,0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,pro__L,-1,-0.0025
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,pyr,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,pyr,-1,-0.00125
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,ser__D,1,0.00625
comp_76,Flavobacterium_succinicans_LMG_10402,ser__D,-1,-0.00625
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,val__L,1,0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,val__L,-1,-0.0025
comp_76,Solirubrobacter_soli_DSM_22325,ac,1,0.17
comp_76,Flavobacterium_succinicans_LMG_10402,ac,-1,-0.17
comp_76,Solirubrobacter_soli_DSM_22325,ade,1,0.08
comp_76,Flavobacterium_succinicans_LMG_10402,ade,-1,-0.08
comp_76,Solirubrobacter_soli_DSM_22325,arg__L,1,0.14
comp_76,Flavobacterium_succinicans_LMG_10402,arg__L,-1,-0.14
comp_76,Solirubrobacter_soli_DSM_22325,asp__L,1,0.04
comp_76,Flavobacterium_succinicans_LMG_10402,asp__L,-1,-0.04
comp_76,Solirubrobacter_soli_DSM_22325,glyald,1,0.01
comp_76,Flavobacterium_succinicans_LMG_10402,glyald,-1,-0.01
comp_76,Solirubrobacter_soli_DSM_22325,h2s,1,0.07
comp_76,Flavobacterium_succinicans_LMG_10402,h2s,-1,-0.07
comp_76,Solirubrobacter_soli_DSM_22325,mal__L,1,0.2
comp_76,Flavobacterium_succinicans_LMG_10402,mal__L,-1,-0.2
comp_76,Solirubrobacter_soli_DSM_22325,man1p,1,0.16
comp_76,Flavobacterium_succinicans_LMG_10402,man1p,-1,-0.16
comp_76,Solirubrobacter_soli_DSM_22325,nh4,1,0.93
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,-1,-0.93
comp_76,Solirubrobacter_soli_DSM_22325,orn,1,0.01
comp_76,Flavobacterium_succinicans_LMG_10402,orn,-1,-0.01
comp_76,Solirubrobacter_soli_DSM_22325,pyr,1,0.01
comp_76,Flavobacterium_succinicans_LMG_10402,pyr,-1,-0.01
comp_76,Solirubrobacter_soli_DSM_22325,ser__D,1,0.05
comp_76,Flavobacterium_succinicans_LMG_10402,ser__D,-1,-0.05
comp_76,Mesorhizobium_ciceri_ca181,ac,1,0.02125
comp_76,Flavobacterium_succinicans_LMG_10402,ac,-1,-0.02125
comp_76,Mesorhizobium_ciceri_ca181,h2s,1,0.00875
comp_76,Flavobacterium_succinicans_LMG_10402,h2s,-1,-0.00875
comp_76,Mesorhizobium_ciceri_ca181,nh4,1,0.11625
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,-1,-0.11625
comp_76,Mesorhizobium_ciceri_ca181,pyr,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,pyr,-1,-0.00125
comp_76,Mesorhizobium_ciceri_ca181,ser__D,1,0.00625
comp_76,Flavobacterium_succinicans_LMG_10402,ser__D,-1,-0.00625
comp_76,Parafilimonas_terrae_DSM_28286,5dglcn,1,0.01
comp_76,Flavobacterium_succinicans_LMG_10402,5dglcn,-1,-0.01
comp_76,Parafilimonas_terrae_DSM_28286,h2s,1,0.00875
comp_76,Flavobacterium_succinicans_LMG_10402,h2s,-1,-0.00875
comp_76,Parafilimonas_terrae_DSM_28286,mal__L,1,0.025
comp_76,Flavobacterium_succinicans_LMG_10402,mal__L,-1,-0.025
comp_76,Parafilimonas_terrae_DSM_28286,nh4,1,0.11625
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,-1,-0.11625
comp_76,Parafilimonas_terrae_DSM_28286,orn,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,orn,-1,-0.00125
comp_76,Parafilimonas_terrae_DSM_28286,pro__L,1,0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,pro__L,-1,-0.0025
comp_76,Parafilimonas_terrae_DSM_28286,val__L,1,0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,val__L,-1,-0.0025
comp_76,Bacillus_mycoides_ATCC_6462,arg__L,1,0.0175
comp_76,Flavobacterium_succinicans_LMG_10402,arg__L,-1,-0.0175
comp_76,Bacillus_mycoides_ATCC_6462,asn__L,1,0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,asn__L,-1,-0.0025
comp_76,Bacillus_mycoides_ATCC_6462,asp__L,1,0.005
comp_76,Flavobacterium_succinicans_LMG_10402,asp__L,-1,-0.005
comp_76,Bacillus_mycoides_ATCC_6462,h2s,1,0.00875
comp_76,Flavobacterium_succinicans_LMG_10402,h2s,-1,-0.00875
comp_76,Bacillus_mycoides_ATCC_6462,leu__L,1,0.015
comp_76,Flavobacterium_succinicans_LMG_10402,leu__L,-1,-0.015
comp_76,Bacillus_mycoides_ATCC_6462,mal__L,1,0.025
comp_76,Flavobacterium_succinicans_LMG_10402,mal__L,-1,-0.025
comp_76,Bacillus_mycoides_ATCC_6462,nh4,1,0.11625
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,-1,-0.11625
comp_76,Bacillus_mycoides_ATCC_6462,orn,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,orn,-1,-0.00125
comp_76,Bacillus_mycoides_ATCC_6462,pro__L,1,0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,pro__L,-1,-0.0025
comp_76,Bacillus_mycoides_ATCC_6462,ser__D,1,0.00625
comp_76,Flavobacterium_succinicans_LMG_10402,ser__D,-1,-0.00625
comp_76,Bacillus_mycoides_ATCC_6462,val__L,1,0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,val__L,-1,-0.0025
comp_76,Pseudorhodoplanes_sinuspersici_RIPI110,ac,1,0.02125
comp_76,Flavobacterium_succinicans_LMG_10402,ac,-1,-0.02125
comp_76,Pseudorhodoplanes_sinuspersici_RIPI110,ade,1,0.01
comp_76,Flavobacterium_succinicans_LMG_10402,ade,-1,-0.01
comp_76,Pseudorhodoplanes_sinuspersici_RIPI110,arg__L,1,0.0175
comp_76,Flavobacterium_succinicans_LMG_10402,arg__L,-1,-0.0175
comp_76,Pseudorhodoplanes_sinuspersici_RIPI110,h2s,1,0.00875
comp_76,Flavobacterium_succinicans_LMG_10402,h2s,-1,-0.00875
comp_76,Pseudorhodoplanes_sinuspersici_RIPI110,nh4,1,0.11625
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,-1,-0.11625
comp_76,Pseudorhodoplanes_sinuspersici_RIPI110,orn,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,orn,-1,-0.00125
comp_76,Pseudorhodoplanes_sinuspersici_RIPI110,pyr,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,pyr,-1,-0.00125
comp_76,Bradyrhizobium_neotropicale_BR_10247,ac,1,0.17
comp_76,Flavobacterium_succinicans_LMG_10402,ac,-1,-0.17
comp_76,Bradyrhizobium_neotropicale_BR_10247,asp__L,1,0.04
comp_76,Flavobacterium_succinicans_LMG_10402,asp__L,-1,-0.04
comp_76,Bradyrhizobium_neotropicale_BR_10247,cit,1,1
comp_76,Flavobacterium_succinicans_LMG_10402,cit,-1,-1
comp_76,Bradyrhizobium_neotropicale_BR_10247,h2s,1,0.07
comp_76,Flavobacterium_succinicans_LMG_10402,h2s,-1,-0.07
comp_76,Bradyrhizobium_neotropicale_BR_10247,mal__L,1,0.2
comp_76,Flavobacterium_succinicans_LMG_10402,mal__L,-1,-0.2
comp_76,Bradyrhizobium_neotropicale_BR_10247,nh4,1,0.93
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,-1,-0.93
comp_76,Bradyrhizobium_neotropicale_BR_10247,pro__L,1,0.02
comp_76,Flavobacterium_succinicans_LMG_10402,pro__L,-1,-0.02
comp_76,Bradyrhizobium_neotropicale_BR_10247,pyr,1,0.01
comp_76,Flavobacterium_succinicans_LMG_10402,pyr,-1,-0.01
comp_76,Streptomyces_griseoruber_NRRL_B_1818,ac,1,0.02125
comp_76,Flavobacterium_succinicans_LMG_10402,ac,-1,-0.02125
comp_76,Streptomyces_griseoruber_NRRL_B_1818,ade,1,0.01
comp_76,Flavobacterium_succinicans_LMG_10402,ade,-1,-0.01
comp_76,Streptomyces_griseoruber_NRRL_B_1818,arg__L,1,0.0175
comp_76,Flavobacterium_succinicans_LMG_10402,arg__L,-1,-0.0175
comp_76,Streptomyces_griseoruber_NRRL_B_1818,asn__L,1,0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,asn__L,-1,-0.0025
comp_76,Streptomyces_griseoruber_NRRL_B_1818,bz,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,bz,-1,-0.00125
comp_76,Streptomyces_griseoruber_NRRL_B_1818,glyald,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,glyald,-1,-0.00125
comp_76,Streptomyces_griseoruber_NRRL_B_1818,h2s,1,0.00875
comp_76,Flavobacterium_succinicans_LMG_10402,h2s,-1,-0.00875
comp_76,Streptomyces_griseoruber_NRRL_B_1818,mal__L,1,0.025
comp_76,Flavobacterium_succinicans_LMG_10402,mal__L,-1,-0.025
comp_76,Streptomyces_griseoruber_NRRL_B_1818,nh4,1,0.11625
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,-1,-0.11625
comp_76,Streptomyces_griseoruber_NRRL_B_1818,orn,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,orn,-1,-0.00125
comp_76,Streptomyces_griseoruber_NRRL_B_1818,pro__L,1,0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,pro__L,-1,-0.0025
comp_76,Streptomyces_griseoruber_NRRL_B_1818,pyr,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,pyr,-1,-0.00125
comp_76,Streptomyces_griseoruber_NRRL_B_1818,ser__D,1,0.00625
comp_76,Flavobacterium_succinicans_LMG_10402,ser__D,-1,-0.00625
comp_76,Micromonospora_rosaria_DSM_803,h2s,1,0.00875
comp_76,Flavobacterium_succinicans_LMG_10402,h2s,-1,-0.00875
comp_76,Micromonospora_rosaria_DSM_803,nh4,1,0.11625
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,-1,-0.11625
comp_76,Micromonospora_rosaria_DSM_803,orn,1,0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,orn,-1,-0.00125
comp_76,Micromonospora_rosaria_DSM_803,pro__L,1,0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,pro__L,-1,-0.0025
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,asp__L,1,0.0125
comp_76,Mesorhizobium_ciceri_ca181,asp__L,-1,-0.0125
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,etoh,1,0.0025
comp_76,Mesorhizobium_ciceri_ca181,etoh,-1,-0.0025
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,fum,1,0.00125
comp_76,Mesorhizobium_ciceri_ca181,fum,-1,-0.00125
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,glyc,1,0.125
comp_76,Mesorhizobium_ciceri_ca181,glyc,-1,-0.125
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,h2s,1,0.01125
comp_76,Mesorhizobium_ciceri_ca181,h2s,-1,-0.01125
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,leu__L,1,0.00125
comp_76,Mesorhizobium_ciceri_ca181,leu__L,-1,-0.00125
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,lys__L,1,0.0075
comp_76,Mesorhizobium_ciceri_ca181,lys__L,-1,-0.0075
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,mal__L,1,0.005
comp_76,Mesorhizobium_ciceri_ca181,mal__L,-1,-0.005
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,nh4,1,0.095
comp_76,Mesorhizobium_ciceri_ca181,nh4,-1,-0.095
comp_76,Phenylobacterium_immobile_ATCC_35973_strain_E,ser__D,1,0.0125
comp_76,Mesorhizobium_ciceri_ca181,ser__D,-1,-0.0125
comp_76,Flavobacterium_succinicans_LMG_10402,asp__L,1,0.0125
comp_76,Mesorhizobium_ciceri_ca181,asp__L,-1,-0.0125
comp_76,Flavobacterium_succinicans_LMG_10402,etoh,1,0.0025
comp_76,Mesorhizobium_ciceri_ca181,etoh,-1,-0.0025
comp_76,Flavobacterium_succinicans_LMG_10402,fum,1,0.00125
comp_76,Mesorhizobium_ciceri_ca181,fum,-1,-0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,glyc,1,0.125
comp_76,Mesorhizobium_ciceri_ca181,glyc,-1,-0.125
comp_76,Flavobacterium_succinicans_LMG_10402,h2s,1,0.01125
comp_76,Mesorhizobium_ciceri_ca181,h2s,-1,-0.01125
comp_76,Flavobacterium_succinicans_LMG_10402,leu__L,1,0.00125
comp_76,Mesorhizobium_ciceri_ca181,leu__L,-1,-0.00125
comp_76,Flavobacterium_succinicans_LMG_10402,mal__L,1,0.005
comp_76,Mesorhizobium_ciceri_ca181,mal__L,-1,-0.005
comp_76,Flavobacterium_succinicans_LMG_10402,nh4,1,0.095
comp_76,Mesorhizobium_ciceri_ca181,nh4,-1,-0.095
comp_76,Flavobacterium_succinicans_LMG_10402,ser__D,1,0.0125
comp_76,Mesorhizobium_ciceri_ca181,ser__D,-1,-0.0125
comp_76,Solirubrobacter_soli_DSM_22325,asp__L,1,0.1
comp_76,Mesorhizobium_ciceri_ca181,asp__L,-1,-0.1
comp_76,Solirubrobacter_soli_DSM_22325,etoh,1,0.02
comp_76,Mesorhizobium_ciceri_ca181,etoh,-1,-0.02
comp_76,Solirubrobacter_soli_DSM_22325,fum,1,0.01
comp_76,Mesorhizobium_ciceri_ca181,fum,-1,-0.01
comp_76,Solirubrobacter_soli_DSM_22325,glyc,1,1
comp_76,Mesorhizobium_ciceri_ca181,glyc,-1,-1
comp_76,Solirubrobacter_soli_DSM_22325,h2s,1,0.09
comp_76,Mesorhizobium_ciceri_ca181,h2s,-1,-0.09
comp_76,Solirubrobacter_soli_DSM_22325,lys__L,1,0.06
comp_76,Mesorhizobium_ciceri_ca181,lys__L,-1,-0.06
comp_76,Solirubrobacter_soli_DSM_22325,mal__L,1,0.04
comp_76,Mesorhizobium_ciceri_ca181,mal__L,-1,-0.04
comp_76,Solirubrobacter_soli_DSM_22325,nh4,1,0.76
comp_76,Mesorhizobium_ciceri_ca181,nh4,-1,-0.76
comp_76,Solirubrobacter_soli_DSM_22325,ser__D,1,0.1
comp_76,Mesorhizobium_ciceri_ca181,ser__D,-1,-0.1
comp_76,Parafilimonas_terrae_DSM_28286,etoh,1,0.0025
comp_76,Mesorhizobium_ciceri_ca181,etoh,-1,-0.0025
comp_76,Parafilimonas_terrae_DSM_28286,fum,1,0.00125
comp_76,Mesorhizobium_ciceri_ca181,fum,-1,-0.00125
comp_76,Parafilimonas_terrae_DSM_28286,glyc,1,0.125
comp_76,Mesorhizobium_ciceri_ca181,glyc,-1,-0.125
comp_76,Parafilimonas_terrae_DSM_28286,h2s,1,0.01125
comp_76,Mesorhizobium_ciceri_ca181,h2s,-1,-0.01125
comp_76,Parafilimonas_terrae_DSM_28286,mal__L,1,0.005
comp_76,Mesorhizobium_ciceri_ca181,mal__L,-1,-0.005
comp_76,Parafilimonas_terrae_DSM_28286,nh4,1,0.095
