community,species,metabolites,fluxes,smetana
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,man1p,1,0.2526315789473684
coop_94,Lactobacillus_iners_DSM_13335,man1p,-1,-0.2526315789473684
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,nh4,1,0.04210526315789473
coop_94,Lactobacillus_iners_DSM_13335,nh4,-1,-0.04210526315789473
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,pro__L,1,0.42105263157894735
coop_94,Lactobacillus_iners_DSM_13335,pro__L,-1,-0.42105263157894735
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,ser__D,1,0.04210526315789473
coop_94,Lactobacillus_iners_DSM_13335,ser__D,-1,-0.04210526315789473
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,ser__L,1,0.37894736842105264
coop_94,Lactobacillus_iners_DSM_13335,ser__L,-1,-0.37894736842105264
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,thr__L,1,0.42105263157894735
coop_94,Lactobacillus_iners_DSM_13335,thr__L,-1,-0.42105263157894735
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,val__L,1,0.42105263157894735
coop_94,Lactobacillus_iners_DSM_13335,val__L,-1,-0.42105263157894735
coop_94,Streptococcus_himalayensis_HTS2,acald,1,0.18421052631578944
coop_94,Lactobacillus_iners_DSM_13335,acald,-1,-0.18421052631578944
coop_94,Streptococcus_himalayensis_HTS2,ala__D,1,0.02631578947368421
coop_94,Lactobacillus_iners_DSM_13335,ala__D,-1,-0.02631578947368421
coop_94,Streptococcus_himalayensis_HTS2,h2s,1,0.2631578947368421
coop_94,Lactobacillus_iners_DSM_13335,h2s,-1,-0.2631578947368421
coop_94,Streptococcus_himalayensis_HTS2,ile__L,1,0.2631578947368421
coop_94,Lactobacillus_iners_DSM_13335,ile__L,-1,-0.2631578947368421
coop_94,Streptococcus_himalayensis_HTS2,leu__L,1,0.2631578947368421
coop_94,Lactobacillus_iners_DSM_13335,leu__L,-1,-0.2631578947368421
coop_94,Streptococcus_himalayensis_HTS2,nh4,1,0.02631578947368421
coop_94,Lactobacillus_iners_DSM_13335,nh4,-1,-0.02631578947368421
coop_94,Streptococcus_himalayensis_HTS2,val__L,1,0.2631578947368421
coop_94,Lactobacillus_iners_DSM_13335,val__L,-1,-0.2631578947368421
coop_94,Acinetobacter_indicus_CIP_110367,gly,1,0.16666666666666666
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,gly,-1,-0.16666666666666666
coop_94,Acinetobacter_indicus_CIP_110367,no2,1,0.16666666666666666
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,no2,-1,-0.16666666666666666
coop_94,Marivita_cryptomonadis_CL_SK44,gly,1,0.16666666666666666
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,gly,-1,-0.16666666666666666
coop_94,Rothia_nasimurium_PT_32,gly,1,0.16666666666666666
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,gly,-1,-0.16666666666666666
coop_94,Rothia_nasimurium_PT_32,no2,1,0.16666666666666666
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,no2,-1,-0.16666666666666666
coop_94,Acinetobacter_johnsonii_XBB1,gly,1,0.16666666666666666
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,gly,-1,-0.16666666666666666
coop_94,Acinetobacter_johnsonii_XBB1,no2,1,0.16666666666666666
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,no2,-1,-0.16666666666666666
coop_94,Streptococcus_salivarius_NCTC_8618,gly,1,0.16666666666666666
coop_94,Staphylococcus_cohnii_subsp_cohnii_532,gly,-1,-0.16666666666666666
coop_94,Acinetobacter_johnsonii_XBB1,ade,1,1
coop_94,Streptococcus_himalayensis_HTS2,ade,-1,-1
coop_94,Acinetobacter_johnsonii_XBB1,arg__L,1,1
coop_94,Streptococcus_himalayensis_HTS2,arg__L,-1,-1
coop_94,Acinetobacter_johnsonii_XBB1,glu__L,1,1
coop_94,Streptococcus_himalayensis_HTS2,glu__L,-1,-1
coop_94,Acinetobacter_johnsonii_XBB1,h2s,1,1
coop_94,Streptococcus_himalayensis_HTS2,h2s,-1,-1
coop_94,Acinetobacter_johnsonii_XBB1,his__L,1,1
coop_94,Streptococcus_himalayensis_HTS2,his__L,-1,-1
coop_94,Acinetobacter_johnsonii_XBB1,no2,1,1
coop_94,Streptococcus_himalayensis_HTS2,no2,-1,-1
coop_94,Acinetobacter_johnsonii_XBB1,trp__L,1,1
coop_94,Streptococcus_himalayensis_HTS2,trp__L,-1,-1
coop_95,Corynebacterium_phoceense_MC1,abt__L,1,0.002
coop_95,Corynebacterium_simulans_PES1,abt__L,-1,-0.002
coop_95,Corynebacterium_phoceense_MC1,ala__D,1,0.028
coop_95,Corynebacterium_simulans_PES1,ala__D,-1,-0.028
coop_95,Corynebacterium_phoceense_MC1,ala__L,1,0.054
coop_95,Corynebacterium_simulans_PES1,ala__L,-1,-0.054
coop_95,Corynebacterium_phoceense_MC1,fum,1,0.002
coop_95,Corynebacterium_simulans_PES1,fum,-1,-0.002
coop_95,Corynebacterium_phoceense_MC1,glyald,1,0.004
coop_95,Corynebacterium_simulans_PES1,glyald,-1,-0.004
coop_95,Corynebacterium_phoceense_MC1,h2s,1,0.006
coop_95,Corynebacterium_simulans_PES1,h2s,-1,-0.006
coop_95,Corynebacterium_phoceense_MC1,lac__L,1,0.06999999999999999
coop_95,Corynebacterium_simulans_PES1,lac__L,-1,-0.06999999999999999
coop_95,Corynebacterium_phoceense_MC1,leu__L,1,0.018
coop_95,Corynebacterium_simulans_PES1,leu__L,-1,-0.018
coop_95,Corynebacterium_phoceense_MC1,mal__L,1,0.008
coop_95,Corynebacterium_simulans_PES1,mal__L,-1,-0.008
coop_95,Corynebacterium_phoceense_MC1,nh4,1,0.002
coop_95,Corynebacterium_simulans_PES1,nh4,-1,-0.002
coop_95,Corynebacterium_phoceense_MC1,ser__L,1,0.012
coop_95,Corynebacterium_simulans_PES1,ser__L,-1,-0.012
coop_95,Corynebacterium_phoceense_MC1,thr__L,1,0.006
coop_95,Corynebacterium_simulans_PES1,thr__L,-1,-0.006
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ade,1,0.02
coop_95,Corynebacterium_simulans_PES1,ade,-1,-0.02
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__D,1,0.14
coop_95,Corynebacterium_simulans_PES1,ala__D,-1,-0.14
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__L,1,0.27
coop_95,Corynebacterium_simulans_PES1,ala__L,-1,-0.27
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,fum,1,0.01
coop_95,Corynebacterium_simulans_PES1,fum,-1,-0.01
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,glyc,1,0.03
coop_95,Corynebacterium_simulans_PES1,glyc,-1,-0.03
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,h2s,1,0.03
coop_95,Corynebacterium_simulans_PES1,h2s,-1,-0.03
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,leu__L,1,0.09
coop_95,Corynebacterium_simulans_PES1,leu__L,-1,-0.09
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,lys__L,1,0.02
coop_95,Corynebacterium_simulans_PES1,lys__L,-1,-0.02
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,mal__L,1,0.04
coop_95,Corynebacterium_simulans_PES1,mal__L,-1,-0.04
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,nh4,1,0.01
coop_95,Corynebacterium_simulans_PES1,nh4,-1,-0.01
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ser__L,1,0.06
coop_95,Corynebacterium_simulans_PES1,ser__L,-1,-0.06
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,thr__L,1,0.03
coop_95,Corynebacterium_simulans_PES1,thr__L,-1,-0.03
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ura,1,1
coop_95,Corynebacterium_simulans_PES1,ura,-1,-1
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,xtsn,1,1
coop_95,Corynebacterium_simulans_PES1,xtsn,-1,-1
coop_95,Corynebacterium_aurimucosum_1237_CAUR,ala__D,1,0.028
coop_95,Corynebacterium_simulans_PES1,ala__D,-1,-0.028
coop_95,Corynebacterium_aurimucosum_1237_CAUR,ala__L,1,0.054
coop_95,Corynebacterium_simulans_PES1,ala__L,-1,-0.054
coop_95,Corynebacterium_aurimucosum_1237_CAUR,asp__L,1,0.022
coop_95,Corynebacterium_simulans_PES1,asp__L,-1,-0.022
coop_95,Corynebacterium_aurimucosum_1237_CAUR,bz,1,0.006
coop_95,Corynebacterium_simulans_PES1,bz,-1,-0.006
coop_95,Corynebacterium_aurimucosum_1237_CAUR,fum,1,0.002
coop_95,Corynebacterium_simulans_PES1,fum,-1,-0.002
coop_95,Corynebacterium_aurimucosum_1237_CAUR,glyc,1,0.006
coop_95,Corynebacterium_simulans_PES1,glyc,-1,-0.006
coop_95,Corynebacterium_aurimucosum_1237_CAUR,h2s,1,0.006
coop_95,Corynebacterium_simulans_PES1,h2s,-1,-0.006
coop_95,Corynebacterium_aurimucosum_1237_CAUR,lac__L,1,0.06999999999999999
coop_95,Corynebacterium_simulans_PES1,lac__L,-1,-0.06999999999999999
coop_95,Corynebacterium_aurimucosum_1237_CAUR,leu__L,1,0.018
coop_95,Corynebacterium_simulans_PES1,leu__L,-1,-0.018
coop_95,Corynebacterium_aurimucosum_1237_CAUR,mal__L,1,0.008
coop_95,Corynebacterium_simulans_PES1,mal__L,-1,-0.008
coop_95,Corynebacterium_aurimucosum_1237_CAUR,nh4,1,0.002
coop_95,Corynebacterium_simulans_PES1,nh4,-1,-0.002
coop_95,Corynebacterium_aurimucosum_1237_CAUR,ser__L,1,0.012
coop_95,Corynebacterium_simulans_PES1,ser__L,-1,-0.012
coop_95,Corynebacterium_aurimucosum_1237_CAUR,thr__L,1,0.006
coop_95,Corynebacterium_simulans_PES1,thr__L,-1,-0.006
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,ala__D,1,0.028
coop_95,Corynebacterium_simulans_PES1,ala__D,-1,-0.028
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,asp__L,1,0.022
coop_95,Corynebacterium_simulans_PES1,asp__L,-1,-0.022
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,glyc,1,0.006
coop_95,Corynebacterium_simulans_PES1,glyc,-1,-0.006
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,h2s,1,0.006
coop_95,Corynebacterium_simulans_PES1,h2s,-1,-0.006
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,lys__L,1,0.004
coop_95,Corynebacterium_simulans_PES1,lys__L,-1,-0.004
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,nh4,1,0.002
coop_95,Corynebacterium_simulans_PES1,nh4,-1,-0.002
coop_95,Luteipulveratus_halotolerans_C296001,abt__L,1,0.002
coop_95,Corynebacterium_simulans_PES1,abt__L,-1,-0.002
coop_95,Luteipulveratus_halotolerans_C296001,ala__D,1,0.028
coop_95,Corynebacterium_simulans_PES1,ala__D,-1,-0.028
coop_95,Luteipulveratus_halotolerans_C296001,ala__L,1,0.054
coop_95,Corynebacterium_simulans_PES1,ala__L,-1,-0.054
coop_95,Luteipulveratus_halotolerans_C296001,cgly,1,0.006
coop_95,Corynebacterium_simulans_PES1,cgly,-1,-0.006
coop_95,Luteipulveratus_halotolerans_C296001,glyc,1,0.006
coop_95,Corynebacterium_simulans_PES1,glyc,-1,-0.006
coop_95,Luteipulveratus_halotolerans_C296001,h2s,1,0.006
coop_95,Corynebacterium_simulans_PES1,h2s,-1,-0.006
coop_95,Luteipulveratus_halotolerans_C296001,lac__L,1,0.06999999999999999
coop_95,Corynebacterium_simulans_PES1,lac__L,-1,-0.06999999999999999
coop_95,Luteipulveratus_halotolerans_C296001,leu__L,1,0.018
coop_95,Corynebacterium_simulans_PES1,leu__L,-1,-0.018
coop_95,Luteipulveratus_halotolerans_C296001,lys__L,1,0.004
coop_95,Corynebacterium_simulans_PES1,lys__L,-1,-0.004
coop_95,Luteipulveratus_halotolerans_C296001,nh4,1,0.002
coop_95,Corynebacterium_simulans_PES1,nh4,-1,-0.002
coop_95,Luteipulveratus_halotolerans_C296001,pnto__R,1,0.2
coop_95,Corynebacterium_simulans_PES1,pnto__R,-1,-0.2
coop_95,Luteipulveratus_halotolerans_C296001,ser__L,1,0.012
coop_95,Corynebacterium_simulans_PES1,ser__L,-1,-0.012
coop_95,Luteipulveratus_halotolerans_C296001,thr__L,1,0.006
coop_95,Corynebacterium_simulans_PES1,thr__L,-1,-0.006
coop_95,Luteipulveratus_halotolerans_C296001,xtsn,1,0.2
coop_95,Corynebacterium_simulans_PES1,xtsn,-1,-0.2
coop_95,Neisseria_mucosa_C102,ade,1,0.02
coop_95,Corynebacterium_simulans_PES1,ade,-1,-0.02
coop_95,Neisseria_mucosa_C102,ala__D,1,0.14
coop_95,Corynebacterium_simulans_PES1,ala__D,-1,-0.14
coop_95,Neisseria_mucosa_C102,ala__L,1,0.27
coop_95,Corynebacterium_simulans_PES1,ala__L,-1,-0.27
coop_95,Neisseria_mucosa_C102,fum,1,0.01
coop_95,Corynebacterium_simulans_PES1,fum,-1,-0.01
coop_95,Neisseria_mucosa_C102,glyc,1,0.03
coop_95,Corynebacterium_simulans_PES1,glyc,-1,-0.03
coop_95,Neisseria_mucosa_C102,h2s,1,0.03
coop_95,Corynebacterium_simulans_PES1,h2s,-1,-0.03
coop_95,Neisseria_mucosa_C102,lac__L,1,0.35
coop_95,Corynebacterium_simulans_PES1,lac__L,-1,-0.35
coop_95,Neisseria_mucosa_C102,leu__L,1,0.09
coop_95,Corynebacterium_simulans_PES1,leu__L,-1,-0.09
coop_95,Neisseria_mucosa_C102,mal__L,1,0.04
coop_95,Corynebacterium_simulans_PES1,mal__L,-1,-0.04
coop_95,Neisseria_mucosa_C102,nh4,1,0.01
coop_95,Corynebacterium_simulans_PES1,nh4,-1,-0.01
coop_95,Neisseria_mucosa_C102,xtsn,1,1
coop_95,Corynebacterium_simulans_PES1,xtsn,-1,-1
coop_95,Corynebacterium_simulans_PES1,ala__L,1,0.0037593984962406
coop_95,Corynebacterium_phoceense_MC1,ala__L,-1,-0.0037593984962406
coop_95,Corynebacterium_simulans_PES1,lac__L,1,0.0112781954887218
coop_95,Corynebacterium_phoceense_MC1,lac__L,-1,-0.0112781954887218
coop_95,Corynebacterium_simulans_PES1,leu__L,1,0.0037593984962406
coop_95,Corynebacterium_phoceense_MC1,leu__L,-1,-0.0037593984962406
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__L,1,0.02631578947368421
coop_95,Corynebacterium_phoceense_MC1,ala__L,-1,-0.02631578947368421
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,leu__L,1,0.02631578947368421
coop_95,Corynebacterium_phoceense_MC1,leu__L,-1,-0.02631578947368421
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ura,1,1
coop_95,Corynebacterium_phoceense_MC1,ura,-1,-1
coop_95,Corynebacterium_aurimucosum_1237_CAUR,ala__L,1,0.0037593984962406
coop_95,Corynebacterium_phoceense_MC1,ala__L,-1,-0.0037593984962406
coop_95,Corynebacterium_aurimucosum_1237_CAUR,lac__L,1,0.0112781954887218
coop_95,Corynebacterium_phoceense_MC1,lac__L,-1,-0.0112781954887218
coop_95,Corynebacterium_aurimucosum_1237_CAUR,leu__L,1,0.0037593984962406
coop_95,Corynebacterium_phoceense_MC1,leu__L,-1,-0.0037593984962406
coop_95,Luteipulveratus_halotolerans_C296001,ala__L,1,0.0075187969924812
coop_95,Corynebacterium_phoceense_MC1,ala__L,-1,-0.0075187969924812
coop_95,Luteipulveratus_halotolerans_C296001,lac__L,1,0.0225563909774436
coop_95,Corynebacterium_phoceense_MC1,lac__L,-1,-0.0225563909774436
coop_95,Luteipulveratus_halotolerans_C296001,leu__L,1,0.0075187969924812
coop_95,Corynebacterium_phoceense_MC1,leu__L,-1,-0.0075187969924812
coop_95,Luteipulveratus_halotolerans_C296001,pnto__R,1,0.2857142857142857
coop_95,Corynebacterium_phoceense_MC1,pnto__R,-1,-0.2857142857142857
coop_95,Streptococcus_cristatus_AS_1_3089,g3pe,1,0.13533834586466165
coop_95,Corynebacterium_phoceense_MC1,g3pe,-1,-0.13533834586466165
coop_95,Streptococcus_cristatus_AS_1_3089,glyald,1,0.2631578947368421
coop_95,Corynebacterium_phoceense_MC1,glyald,-1,-0.2631578947368421
coop_95,Streptococcus_cristatus_AS_1_3089,lac__L,1,0.0225563909774436
coop_95,Corynebacterium_phoceense_MC1,lac__L,-1,-0.0225563909774436
coop_95,Streptococcus_cristatus_AS_1_3089,leu__L,1,0.0075187969924812
coop_95,Corynebacterium_phoceense_MC1,leu__L,-1,-0.0075187969924812
coop_95,Streptococcus_cristatus_AS_1_3089,xan,1,0.2857142857142857
coop_95,Corynebacterium_phoceense_MC1,xan,-1,-0.2857142857142857
coop_95,Neisseria_mucosa_C102,ala__L,1,0.02631578947368421
coop_95,Corynebacterium_phoceense_MC1,ala__L,-1,-0.02631578947368421
coop_95,Neisseria_mucosa_C102,lac__L,1,0.07894736842105263
coop_95,Corynebacterium_phoceense_MC1,lac__L,-1,-0.07894736842105263
coop_95,Neisseria_mucosa_C102,leu__L,1,0.02631578947368421
coop_95,Corynebacterium_phoceense_MC1,leu__L,-1,-0.02631578947368421
coop_95,Kocuria_salsicia_G1,ala__L,1,0.018796992481203
coop_95,Corynebacterium_phoceense_MC1,ala__L,-1,-0.018796992481203
coop_95,Kocuria_salsicia_G1,his__L,1,0.05639097744360902
coop_95,Corynebacterium_phoceense_MC1,his__L,-1,-0.05639097744360902
coop_95,Kocuria_salsicia_G1,lac__L,1,0.05639097744360902
coop_95,Corynebacterium_phoceense_MC1,lac__L,-1,-0.05639097744360902
coop_95,Kocuria_salsicia_G1,pnto__R,1,0.7142857142857143
coop_95,Corynebacterium_phoceense_MC1,pnto__R,-1,-0.7142857142857143
coop_95,Kocuria_salsicia_G1,xan,1,0.7142857142857143
coop_95,Corynebacterium_phoceense_MC1,xan,-1,-0.7142857142857143
coop_95,Corynebacterium_simulans_PES1,acald,1,0.01442307692307692
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,acald,-1,-0.01442307692307692
coop_95,Corynebacterium_simulans_PES1,ala__D,1,0.01923076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__D,-1,-0.01923076923076923
coop_95,Corynebacterium_simulans_PES1,ala__L,1,0.02403846153846154
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__L,-1,-0.02403846153846154
coop_95,Corynebacterium_simulans_PES1,anhgm,1,0.0048076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,anhgm,-1,-0.0048076923076923
coop_95,Corynebacterium_simulans_PES1,glyclt,1,0.02403846153846154
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,glyclt,-1,-0.02403846153846154
coop_95,Corynebacterium_simulans_PES1,inost,1,0.01442307692307692
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,inost,-1,-0.01442307692307692
coop_95,Corynebacterium_simulans_PES1,lac__D,1,0.02884615384615384
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,lac__D,-1,-0.02884615384615384
coop_95,Corynebacterium_simulans_PES1,lac__L,1,0.01923076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,lac__L,-1,-0.01923076923076923
coop_95,Corynebacterium_simulans_PES1,orn,1,0.125
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,orn,-1,-0.125
coop_95,Corynebacterium_simulans_PES1,ser__L,1,0.0048076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ser__L,-1,-0.0048076923076923
coop_95,Corynebacterium_simulans_PES1,thr__L,1,0.0048076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,thr__L,-1,-0.0048076923076923
coop_95,Corynebacterium_phoceense_MC1,acald,1,0.01442307692307692
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,acald,-1,-0.01442307692307692
coop_95,Corynebacterium_phoceense_MC1,akg,1,0.0048076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,akg,-1,-0.0048076923076923
coop_95,Corynebacterium_phoceense_MC1,ala__D,1,0.01923076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__D,-1,-0.01923076923076923
coop_95,Corynebacterium_phoceense_MC1,ala__L,1,0.02403846153846154
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__L,-1,-0.02403846153846154
coop_95,Corynebacterium_phoceense_MC1,anhgm,1,0.0048076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,anhgm,-1,-0.0048076923076923
coop_95,Corynebacterium_phoceense_MC1,asn__L,1,0.02884615384615384
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,asn__L,-1,-0.02884615384615384
coop_95,Corynebacterium_phoceense_MC1,gly,1,0.01442307692307692
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,gly,-1,-0.01442307692307692
coop_95,Corynebacterium_phoceense_MC1,inost,1,0.01442307692307692
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,inost,-1,-0.01442307692307692
coop_95,Corynebacterium_phoceense_MC1,lac__D,1,0.02884615384615384
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,lac__D,-1,-0.02884615384615384
coop_95,Corynebacterium_phoceense_MC1,lac__L,1,0.01923076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,lac__L,-1,-0.01923076923076923
coop_95,Corynebacterium_phoceense_MC1,orn,1,0.125
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,orn,-1,-0.125
coop_95,Corynebacterium_phoceense_MC1,pydxn,1,0.125
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,pydxn,-1,-0.125
coop_95,Corynebacterium_phoceense_MC1,ser__L,1,0.0048076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ser__L,-1,-0.0048076923076923
coop_95,Corynebacterium_phoceense_MC1,thr__L,1,0.0048076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,thr__L,-1,-0.0048076923076923
coop_95,Corynebacterium_aurimucosum_1237_CAUR,ala__D,1,0.01923076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__D,-1,-0.01923076923076923
coop_95,Corynebacterium_aurimucosum_1237_CAUR,ala__L,1,0.02403846153846154
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__L,-1,-0.02403846153846154
coop_95,Corynebacterium_aurimucosum_1237_CAUR,anhgm,1,0.0048076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,anhgm,-1,-0.0048076923076923
coop_95,Corynebacterium_aurimucosum_1237_CAUR,asn__L,1,0.02884615384615384
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,asn__L,-1,-0.02884615384615384
coop_95,Corynebacterium_aurimucosum_1237_CAUR,asp__L,1,0.05769230769230769
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,asp__L,-1,-0.05769230769230769
coop_95,Corynebacterium_aurimucosum_1237_CAUR,gly,1,0.01442307692307692
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,gly,-1,-0.01442307692307692
coop_95,Corynebacterium_aurimucosum_1237_CAUR,glyclt,1,0.02403846153846154
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,glyclt,-1,-0.02403846153846154
coop_95,Corynebacterium_aurimucosum_1237_CAUR,inost,1,0.01442307692307692
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,inost,-1,-0.01442307692307692
coop_95,Corynebacterium_aurimucosum_1237_CAUR,lac__D,1,0.02884615384615384
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,lac__D,-1,-0.02884615384615384
coop_95,Corynebacterium_aurimucosum_1237_CAUR,lac__L,1,0.01923076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,lac__L,-1,-0.01923076923076923
coop_95,Corynebacterium_aurimucosum_1237_CAUR,ser__L,1,0.0048076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ser__L,-1,-0.0048076923076923
coop_95,Corynebacterium_aurimucosum_1237_CAUR,thr__L,1,0.0048076923076923
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,thr__L,-1,-0.0048076923076923
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,acald,1,0.04326923076923077
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,acald,-1,-0.04326923076923077
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,akg,1,0.01442307692307692
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,akg,-1,-0.01442307692307692
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,ala__D,1,0.05769230769230769
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__D,-1,-0.05769230769230769
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,asp__L,1,0.17307692307692307
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,asp__L,-1,-0.17307692307692307
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,etoh,1,0.02884615384615384
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,etoh,-1,-0.02884615384615384
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,lac__D,1,0.08653846153846154
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,lac__D,-1,-0.08653846153846154
coop_95,Brevundimonas_vesicularis_FDAARGOS_289,orn,1,0.375
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,orn,-1,-0.375
coop_95,Luteipulveratus_halotolerans_C296001,acald,1,0.1153846153846154
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,acald,-1,-0.1153846153846154
coop_95,Luteipulveratus_halotolerans_C296001,ala__D,1,0.15384615384615383
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__D,-1,-0.15384615384615383
coop_95,Luteipulveratus_halotolerans_C296001,ala__L,1,0.19230769230769232
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ala__L,-1,-0.19230769230769232
coop_95,Luteipulveratus_halotolerans_C296001,etoh,1,0.07692307692307693
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,etoh,-1,-0.07692307692307693
coop_95,Luteipulveratus_halotolerans_C296001,gly,1,0.1153846153846154
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,gly,-1,-0.1153846153846154
coop_95,Luteipulveratus_halotolerans_C296001,glyclt,1,0.19230769230769232
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,glyclt,-1,-0.19230769230769232
coop_95,Luteipulveratus_halotolerans_C296001,lac__D,1,0.2307692307692308
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,lac__D,-1,-0.2307692307692308
coop_95,Luteipulveratus_halotolerans_C296001,lac__L,1,0.15384615384615383
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,lac__L,-1,-0.15384615384615383
coop_95,Luteipulveratus_halotolerans_C296001,orn,1,1
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,orn,-1,-1
coop_95,Luteipulveratus_halotolerans_C296001,pnto__R,1,1
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,pnto__R,-1,-1
coop_95,Luteipulveratus_halotolerans_C296001,pydxn,1,1
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,pydxn,-1,-1
coop_95,Luteipulveratus_halotolerans_C296001,ser__L,1,0.03846153846153846
coop_95,Haemophilus_haemoglobinophilus_CCUG_3714,ser__L,-1,-0.03846153846153846
